epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,156.386,1.14627,1.29711,1.20617,0.63197,0.45818,0.50771,0.35786,1.13391,1.22872,1.15675,3.96238e-05,3.96238e-05,3.96238e-05
2,309.241,1.14261,1.29976,1.20151,0.62111,0.46337,0.50515,0.35695,1.13399,1.23679,1.15859,4.00417e-05,4.00417e-05,4.00417e-05
